WEIGHT: 287985.745232, 265138.170917 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: tanh winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 287
([1.9675541423080318, 0.8609760929987161, 2], [0.976403335740172, -0.2159549164882917, 1])
([3.8454649756021233, 0.7211341430301654, 2], [0.9667547169170466, -0.25570552852576567, 1])
([2.853190875330628, 1.3480659877316314, 2], [-0.4305817877980204, 0.9025515630791742, 1])
([3.195590867177574, 2.671098880788321, 2], [0.16350644638616837, 0.9865422656886865, 1])
([5.664892156784811, 1.8071460733341589, 2], [0.8259657803074533, -0.5637202584270852, 1])
([5.683374362814804, 3.6142644850328915, 2], [0.004699257021036641, 0.999988958430767, 1])
([4.32308225638666, 6.832992394377291, 2], [-0.3946874615530587, 0.9188154372303519, 1])
([6.905192775814331, 4.098990857227709, 2], [-0.6756214044834034, 0.7372487489334068, 0])
([4.870867543295203, 7.460448090566051, 2], [-0.5035029399475601, 0.8639935123970338, 1])
([8.37632539487636, 4.843862663620482, 2], [0.7821387361342473, -0.6231043230778632, 1])
([6.274321201524935, 9.09535239973548, 2], [-0.4168581006857147, 0.9089715748540758, 1])
([11.293176503697223, 6.298487412764338, 2], [0.8479200470989154, -0.5301241304899947, 1])
([7.501038034994417, 11.021107178887886, 2], [-0.5902891765871597, 0.8071918532815187, 1])
([12.976979182037157, 7.210567633800203, 2], [0.7907924251525756, -0.612084422544234, 1])
([8.251579568266008, 12.187139063405638, 2], [0.6532123672897374, -0.7571747507806486, 0])
([14.056638730807924, 7.821520696333973, 2], [0.7685094332255209, -0.6398384569900347, 1])
([8.947752082905428, 13.232053689845506, 2], [0.6516544646845465, -0.7585159580764911, 0])
([15.821292555677196, 8.918913178154943, 2], [0.8222702797716669, -0.5690971683326361, 1])
([10.358226026012, 15.438157099466592, 2], [-0.6110905239484162, 0.7915607187957536, 1])
([17.52259021933511, 9.826548240770684, 2], [-0.7584391075013341, 0.6517439069240155, 0])
([11.234454476303288, 16.725607265995382, 2], [-0.6412859806607781, 0.7673019555611365, 1])
([19.16290634217485, 10.751077080806649, 2], [0.7703863123134238, -0.6375773912240958, 1])
([13.317467540748483, 19.39366559839007, 2], [-0.5249966194515707, 0.8511043117999242, 1])
([23.42219734929742, 12.97290447860263, 2], [0.8145566638090566, -0.5800839951629931, 1])
([15.124047870973744, 22.210751880810026, 2], [-0.6310321074725533, 0.7757567140146117, 1])
([24.5874132027245, 13.54885857433933, 2], [-0.7010756386862518, 0.7130869153480969, 0])
([15.908710394951434, 23.235029397178693, 2], [0.6281030681124062, -0.7781301535268903, 0])
([28.81159262253169, 16.25300673577087, 2], [0.8568325192929922, -0.5155948350032457, 1])
([18.286563818524606, 27.42676542458481, 2], [0.6558654033470237, -0.75487785282948, 0])
([29.125891810152456, 16.41024117972386, 2], [-0.6715182171287875, 0.7409880458308182, 0])
([17.54954050915724, 26.337424009745163, 2], [0.7308689668825908, -0.6825178043450398, 0])
([28.721041852244724, 16.173070519194663, 2], [-0.7106748260329956, 0.703520640523767, 0])
([19.554341717482277, 28.7925975615517, 2], [0.5546191140726363, -0.8321043434000834, 0])
([35.39088256442813, 20.11871273983489, 2], [0.8558887699724663, -0.5171599495659138, 1])
([25.689975976288103, 37.200659550872935, 2], [-0.4621721984761715, 0.8867902000787461, 1])
([45.96758802932579, 25.523597534272106, 2], [0.8394114272026671, -0.5434965095394647, 1])
([29.02858226086805, 42.88058373069297, 2], [0.6631428550253097, -0.7484928548950089, 0])
([46.15241445212976, 25.615214121425485, 2], [-0.6689320107834591, 0.7433235936987325, 0])
([31.17622677228425, 45.360413579841, 2], [-0.5659597934236386, 0.8244328427639649, 1])
([51.97628516640232, 28.401858353330432, 2], [-0.7374071949683825, 0.6754484649541088, 0])
([33.62732848592887, 48.70336995724604, 2], [0.6282193567264195, -0.7780362715415289, 0])
([55.140992588263735, 29.96663886885255, 2], [-0.7134910685138129, 0.7006643241603054, 0])
([34.59053331630768, 50.04510599756655, 2], [0.6727479800790166, -0.7398717154342387, 0])
([56.131692710532086, 30.47357430739237, 2], [-0.6984383086177783, 0.7156702655938256, 0])
([35.124631579346655, 50.77629799278993, 2], [0.6763324728992649, -0.7365964879782995, 0])
([61.52972790143329, 33.77772412629133, 2], [0.8088005195740618, -0.5880830889735968, 1])
([41.128408814382425, 59.37558241488087, 2], [-0.5811483550340617, 0.8137976342071807, 1])
