WEIGHT: 590407.583198, 585040.125646 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: threshold winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 289
([1.4223191114376261, 1.8165642838684881, 2], [0.5082451842535455, 0.8612124201862624, 1])
([2.469659210233778, 1.1941662044097034, 2], [0.796066792930461, -0.6052087748813716, 1])
([4.409116131132671, 0.8165112805717714, 2], [0.836177499225936, -0.5484589226079378, 1])
([5.015144724096595, 1.6134310833212773, 2], [0.18580185747313985, 0.9825872326463087, 1])
([3.42431825332885, 2.877835053700096, 2], [-0.5504745430194743, 0.8348519494422354, 1])
([6.14418432495463, 1.9830280878384738, 2], [0.8434047065608675, -0.5372787925751183, 1])
([4.410079392193195, 3.644795726011308, 2], [-0.47841686937582684, 0.8781328482050043, 1])
([3.2742243390734345, 6.815562693608196, 2], [-0.4296514541349782, 0.9029948105940027, 1])
([5.835538491449327, 4.648077715458918, 2], [0.8337126170828787, -0.5521985803285057, 1])
([3.782117220592045, 7.981836157499744, 2], [-0.6256717130219092, 0.7800864743887242, 1])
([6.392565880061426, 5.075460689473019, 2], [0.7572010455952414, -0.6531818862686513, 1])
([4.63615748256804, 9.380427785116566, 2], [-0.463465550439237, 0.8861149381181062, 1])
([8.269526607861357, 6.405070247761097, 2], [0.8348751710133528, -0.55043932347301, 1])
([5.9539716975529275, 11.792231684093741, 2], [-0.47395238046141175, 0.8805504761539573, 1])
([11.023240667617042, 8.580898468725291, 2], [0.8886241481991066, -0.4586361556151152, 1])
([6.616048707873684, 13.713824028537305, 2], [0.7365066560984501, -0.6764302961301182, 0])
([11.76775314756495, 9.324223906759647, 2], [-0.8307971276790489, 0.5565753611508886, 0])
([7.514444760302601, 15.816827816162451, 2], [-0.6471004756149367, 0.7624047313985681, 1])
([13.217253464881374, 10.581580605895141, 2], [0.81468400410801, -0.5799051417693585, 1])
([9.124207442848508, 19.008279257546327, 2], [-0.5346512646294386, 0.8450727928587821, 1])
([15.110014957820166, 11.816218340845973, 2], [-0.7277339362284599, 0.6858595468909301, 0])
([10.15657599419128, 20.85307511666303, 2], [-0.573090968915586, 0.8194917579496422, 1])
([16.681649094623506, 12.852097191339688, 2], [-0.715847796311372, 0.6982563515759471, 0])
