WEIGHT: 38560.1394932, 93025.5624397 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: tanh winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 256
([1.9838197929124286, 1.1116061228838643, 2], [0.9882809795153734, 0.15264568624148575, 1])
([1.2900261820143513, 1.9139469041035622, 2], [-0.620880633030448, 0.7839051215087895, 1])
([2.5722241487098003, 1.7937963556905556, 2], [0.9956160209638787, -0.09353469302912905, 1])
([1.648201004625067, 3.051707647421665, 2], [-0.6421241718375956, 0.766600644365684, 1])
([3.216033325208277, 2.540536297420683, 2], [0.964390160490092, -0.26448368257776234, 1])
([2.6101161341770465, 4.920156004557222, 2], [-0.30116835678742104, 0.9535709836556295, 1])
([5.16813499099532, 4.374752933567356, 2], [0.9855297542117778, -0.16950251786706014, 1])
([8.800880073657426, 2.8064698306592515, 2], [0.7680040445897565, -0.6404449917781975, 1])
([6.431374833523869, 5.207209633657733, 2], [-0.45252062300552764, 0.8917539378969342, 1])
([4.3660396154882255, 9.252297307703342, 2], [-0.5588019543530747, 0.8293011369889616, 1])
([7.231422087102446, 5.752487044297254, 2], [-0.7279541658754488, 0.6856257961779003, 0])
([4.6146536921284165, 9.75253765439143, 2], [-0.6480570021188299, 0.7615918342555642, 1])
([7.637430910880406, 6.058654088560037, 2], [-0.726865039683921, 0.6867803244744943, 0])
([5.346259956356545, 10.977314527016034, 2], [-0.5145574353577783, 0.8574559147373267, 1])
([8.884930568120257, 6.849705807644848, 2], [-0.7328305134222625, 0.6804112275655533, 0])
([6.23389809818031, 12.427708373393521, 2], [-0.5112259299824629, 0.8594463616268126, 1])
([10.7599558322569, 8.106785012128244, 2], [0.7874656785030181, -0.6163585037782651, 1])
([7.698877487203831, 14.874575951396166, 2], [-0.48295213766287765, 0.8756467511084917, 1])
([13.061897519098006, 9.500205556594205, 2], [0.7626444760901665, -0.6468179056652309, 1])
([8.01851679051973, 15.543086761515525, 2], [0.7039571875486859, -0.710242407983742, 0])
([14.25245199768504, 10.557120348410889, 2], [0.8298028357028956, -0.5580566762072051, 1])
([9.469319645220699, 18.476725994826417, 2], [-0.5898774631724952, 0.8074927729962551, 1])
([16.900951864865416, 12.628053012451574, 2], [0.835771822354276, -0.5490769171606219, 1])
([11.222832484910962, 22.092354097589183, 2], [-0.5906676638386404, 0.8069149341135055, 1])
([19.664095687782638, 14.700990359628097, 2], [0.8091270033429266, -0.5876338081333438, 1])
([12.078752543180766, 24.066258564766315, 2], [0.7030923759613069, -0.7110985240211685, 0])
([21.408776066316385, 16.278271919850866, 2], [-0.8257308544114929, 0.564064319092128, 0])
([12.923329829003558, 26.176754499794995, 2], [0.7282244764504044, -0.6853386840814799, 0])
([22.558352820343963, 17.329496738057205, 2], [0.8036838848279204, -0.595056479057158, 1])
([13.986360202899306, 28.627090137617063, 2], [0.6896411622310631, -0.7241512738071987, 0])
([22.538252361139346, 17.31481706535074, 2], [-0.6883550860566924, 0.7253738866956018, 0])
([13.610308957191904, 27.854845913075202, 2], [0.7276758350879435, -0.6859211901006295, 0])
([23.83149411235244, 18.51864436498939, 2], [0.8081695872093113, -0.5889498436284124, 1])
([15.989166675137607, 32.638775288510125, 2], [-0.5757746536728281, 0.8176084320675362, 1])
([27.508455074560207, 21.20330042645757, 2], [-0.7827803672574268, 0.6222980769987385, 0])
([16.896884600319474, 34.710260343686535, 2], [0.7031178465169297, -0.7110733393324455, 0])
([28.72635058468966, 22.223192008628228, 2], [-0.7656174525375804, 0.6432961342724406, 0])
([18.282694526151158, 37.59066469773906, 2], [-0.6518960112954469, 0.7583083742496101, 1])
([30.02845701303979, 23.16781532788736, 2], [-0.7158516328835058, 0.6982524183259362, 0])
([18.787299132233514, 38.597245203769006, 2], [0.6765726657383829, -0.7363758741129821, 0])
([34.31002985534282, 27.386450611975217, 2], [0.8688727018847624, -0.4950355824781414, 1])
([21.531368951642584, 45.752186338620916, 2], [0.6721903331624228, -0.7403783870447534, 0])
([37.16278963794956, 29.84361364233972, 2], [-0.7874187540844264, 0.6164184501749843, 0])
([22.541459205061717, 48.23458771938079, 2], [0.7212778918456472, -0.692645798900635, 0])
([40.86584007494336, 33.7981440080405, 2], [-0.8583144818014208, 0.5131240106737925, 0])
([24.369563919671933, 53.632116849189266, 2], [0.7458149571195887, -0.6661531728789605, 0])
([42.44091808887412, 35.39628859644575, 2], [0.8003754301699012, -0.599499099899529, 1])
([25.696317188458142, 57.1007238826567, 2], [0.7238942588860499, -0.689910937695451, 0])
([45.617189662239866, 38.71263501648852, 2], [0.8280159629693735, -0.5607045256352947, 1])
([27.50123987760975, 62.167700963841966, 2], [0.7300809061072585, -0.6833607177308368, 0])
([47.68154852719687, 40.78848251588237, 2], [-0.7939344269861822, 0.6080033927916212, 0])
([29.70144217237313, 67.67746231427424, 2], [0.6828981064672964, -0.7305136386018958, 0])
([50.183197688848594, 43.016201059897185, 2], [-0.756671418949434, 0.6537953531075685, 0])
([30.611343327532634, 69.92962399951386, 2], [0.713138046139801, -0.7010236280953067, 0])
([55.03254039659626, 48.33498575072361, 2], [0.8462185709760506, -0.5328359317231254, 1])
([32.8016604193554, 76.65793781225925, 2], [0.7465160816015147, -0.6653673721413762, 0])
([60.413379605863966, 55.23197759525008, 2], [-0.881099249252437, 0.4729314040818099, 0])
([35.85833134654565, 87.18184696909678, 2], [0.7525597406190019, -0.6585239834656446, 0])
([67.2913705180328, 65.21947872272766, 2], [-0.9081131501829857, 0.41872485771056656, 0])
([40.06765300588327, 103.31803698770425, 2], [0.7479834994474971, -0.6637173227770058, 0])
([71.44676944999779, 70.51388970998987, 2], [0.8344307743837869, -0.5511127677356729, 1])
([42.828300258902864, 112.54071761025672, 2], [0.7383043579930914, -0.6744676974981154, 0])
([72.71359518934412, 71.93816588875599, 2], [-0.7636607069928645, 0.6456177852221532, 0])
([116.90540421521774, 43.416885487490475, 2], [-0.6850445894845286, 0.7285011396133665, 0])
([77.91044190328927, 76.15625694326062, 2], [0.5854530204819682, -0.8107063345062379, 0])
([47.310344751927744, 123.23055849357355, 2], [0.719661023788507, -0.6943255798540607, 0])
([82.16227030698306, 81.02758101058465, 2], [0.7963203728902516, -0.604875081086939, 1])
([50.00146510224013, 131.40919565400523, 2], [0.7165056785582358, -0.697581258774777, 0])
([87.658796233387, 87.51108088134124, 2], [-0.8099284991346815, 0.5865286235892009, 0])
([52.52802521827949, 139.614591188446, 2], [0.7388115196675219, -0.6739121147498144, 0])
([91.46340036213921, 92.12040741615779, 2], [-0.8001072079962235, 0.5998570293932447, 0])
([148.35675805555354, 56.07012243913068, 2], [-0.6978041862560088, 0.7162885714874903, 0])
([99.32577715747944, 98.67468839315191, 2], [0.5788305654251034, -0.8154478380188735, 0])
([156.65363766590815, 58.52627022423075, 2], [-0.6573381894383724, 0.7535957170166788, 0])
([113.50932084799686, 108.11667165973748, 2], [-0.464767501361551, 0.8854327584171147, 1])
([67.7587270628335, 171.7605433577685, 2], [0.7443320925606528, -0.6678096555039316, 0])
([117.2449013888464, 112.40004755491292, 2], [0.791046508739604, -0.6117560142825598, 1])
([69.46790510677891, 177.06076674312416, 2], [0.7551066890536007, -0.6556019281137824, 0])
([113.12303608996883, 108.1867506402319, 2], [-0.7034742492351003, 0.7107207473143808, 0])
([178.75842416916126, 64.27645803702805, 2], [-0.6601184859099318, 0.7511614903334564, 0])
([119.9623664570889, 113.30518106024199, 2], [0.5754293447790341, -0.8178514957907527, 0])
([71.30978399007445, 179.15229583649108, 2], [0.7504099482150673, -0.6609726996025327, 0])
([126.30825312731268, 121.06051184246229, 2], [-0.8247769706247922, 0.5654581759308027, 0])
([75.48117669817091, 192.55705824161797, 2], [0.7427600907457227, -0.6695576506884271, 0])
([143.75403875213308, 149.09650112017226, 2], [0.9294136701452445, -0.3690396045780815, 1])
([233.72651875101243, 90.95976335215819, 2], [-0.701218943485187, 0.7129459960596722, 0])
([161.6176116224559, 163.5685973690989, 2], [-0.5322370139668278, 0.8465953938946721, 1])
([256.4151531401287, 97.5255546747143, 2], [-0.6658971036667789, 0.7460435961310806, 0])
([168.52350631780197, 169.3107294914044, 2], [-0.605531683962348, 0.7958211983339742, 1])
([267.1672728040826, 100.88041985550433, 2], [-0.6647934545958732, 0.7470272168579165, 0])
([181.83023685224998, 179.55124504247976, 2], [-0.5551511651483476, 0.831749471796906, 1])
([110.13234490607871, 289.76294955888176, 2], [0.7233538895930057, -0.6904774800170311, 0])
([186.09814488076606, 184.19783163080945, 2], [-0.75682543591979, 0.6536170587927, 0])
([112.54448817097742, 296.7825500780679, 2], [0.7255682709536763, -0.6881501901367844, 0])
([190.95458847406408, 189.56520107465306, 2], [-0.7627341840839484, 0.6467121186662527, 0])
([113.94080364160631, 301.01177492517155, 2], [0.7449451001924978, -0.6671257735233957, 0])
([215.50088295614225, 229.18582411081616, 2], [0.9194092934743073, -0.3933021117068596, 1])
([342.78407134033955, 136.9644584441938, 2], [-0.6696062907654539, 0.7427162414861617, 0])
([244.0160295503108, 250.59223614156164, 2], [0.4903241487914588, -0.8715401477338446, 0])
([144.8242814176705, 395.51623475345366, 2], [0.7526724156193977, -0.6583951964934591, 0])
([256.42782120991353, 267.12404250935634, 2], [0.8242492893292569, -0.5662270825739572, 1])
([154.82948214421694, 429.6679702644455, 2], [0.7278725849561669, -0.6857124033217042, 0])
([270.31364013514815, 284.5201608560263, 2], [-0.8039541015782462, 0.5946913506647925, 0])
([439.2334137060547, 173.4758346644997, 2], [-0.7003534956554514, 0.7137961761757973, 0])
([275.71649431829394, 289.8819024620873, 2], [0.6718022313798152, -0.7407305595917462, 0])
([165.3250617467992, 462.80262425493993, 2], [0.7378801365551192, -0.6749317773504214, 0])
([302.56452342551427, 329.61449057760865, 2], [-0.8719373968592241, 0.4896173771000778, 0])
([180.90495706274834, 524.5817027961189, 2], [0.7420108967883478, -0.6703878198829033, 0])
([290.8173914590698, 316.56749387213495, 2], [-0.6848816073998204, 0.7286543651453948, 0])
([460.7282252508202, 188.5053090524425, 2], [-0.6638024355300679, 0.7479079666538858, 0])
([306.02872811740184, 329.85374093520556, 2], [-0.5902488926845632, 0.8072213108464414, 1])
([499.1415068042969, 201.86589226221358, 2], [-0.7057817874159817, 0.7084292967910785, 0])
([296.10170952324137, 318.4374493258276, 2], [0.7533560582929127, -0.6576128415970642, 0])
([489.2318538244848, 197.4732086055222, 2], [-0.7244255207741523, 0.6893530770592804, 0])
([365.98105082003457, 370.57325777636527, 2], [0.41874938772343906, -0.9081018391575059, 0])
([597.8187728054825, 227.12483103841285, 2], [-0.7079392485865534, 0.7062733325779091, 0])
([429.0573416819456, 417.4352497114365, 2], [0.4785377308362357, -0.8780669907052118, 0])
([687.6384064585346, 251.19111887179324, 2], [-0.6804796548301268, 0.7327669748032258, 0])
([459.05842577031956, 441.1524981833333, 2], [0.5829723439366484, -0.8124919976252135, 0])
([274.63823533038743, 702.5603317016266, 2], [0.7411452890394028, -0.6713446659762032, 0])
([491.7693762060254, 482.5679484558064, 2], [-0.8404494047563394, 0.5418900239390967, 0])
([299.2359152887816, 782.5132561829702, 2], [0.7166985545833653, -0.6973830954777402, 0])
([562.6254147161031, 587.8585203319774, 2], [0.9108913803642548, -0.4126462082439416, 1])
([901.5319067656176, 353.68032419950157, 2], [-0.6802038289870722, 0.7330230221700583, 0])
([609.9736222439554, 627.0029274293163, 2], [0.5636316960354645, -0.8260262170319933, 0])
([962.7935153512964, 372.14725018871815, 2], [-0.6584795689568984, 0.7525986030191242, 0])
([595.9741094906583, 613.8105087308064, 2], [0.69197676694122, -0.7219197697899515, 0])
([355.1666239899911, 973.3064301040697, 2], [0.7467536440684197, -0.6651007405427662, 0])
([660.2068205231612, 713.8743505042063, 2], [0.8944220290260977, -0.4472239192986423, 1])
([1096.9602358166592, 445.3458147336828, 2], [-0.732521281744049, 0.6807441309273664, 0])
([677.9182984078147, 733.392142702065, 2], [0.694327912085627, -0.7196587736551358, 0])
([1074.0371952989187, 436.7260248804375, 2], [-0.6638606388556418, 0.7478563044985174, 0])
([641.687377933444, 694.467551161546, 2], [0.7431014459520886, -0.6691787810622173, 0])
([1025.6895872754244, 416.87186583763844, 2], [-0.6766516719125482, 0.7363032764411368, 0])
([620.1802637649995, 671.5399436694186, 2], [0.7258346621917819, -0.6878692049808174, 0])
([1025.0692422622512, 416.6061648148634, 2], [-0.7249618450778901, 0.6887890266121124, 0])
([631.7261746213021, 684.2106294810753, 2], [0.698350110969997, -0.715756329003239, 0])
([1006.5607318071941, 409.52357734955, 2], [-0.6720629668118621, 0.740494003108761, 0])
([641.6072156066012, 693.6275457674578, 2], [-0.6496719495227467, 0.760214678892294, 1])
([381.4536502907382, 1096.9241891897968, 2], [0.7501825980669542, -0.6612307233920055, 0])
([733.4945301946462, 871.4326848903271, 2], [0.9432784389210171, -0.33200269075224187, 1])
([1212.3278585370244, 540.5987029702826, 2], [-0.7249217973613407, 0.6888311750424798, 0])
([719.6267057534923, 853.3850427530673, 2], [0.7524592780437911, -0.6586387742046597, 0])
([1181.066358373268, 525.5531256102786, 2], [-0.7147693931052167, 0.69936021811367, 0])
([761.0561780606981, 898.2750213149964, 2], [-0.6340151683970421, 0.7733206102532573, 1])
([1262.5067082679261, 559.4235810756342, 2], [-0.7302161969431942, 0.6832161486102464, 0])
([915.8540857812412, 1034.0588450609814, 2], [0.46310138255044614, -0.8863053139183276, 0])
([542.5954519813212, 1628.7505942220441, 2], [0.7552408108673421, -0.6554474178760945, 0])
([981.4068271617596, 1136.8921710971865, 2], [0.8549743525124646, -0.5186702772917415, 1])
([1606.7624937309963, 698.4068279127125, 2], [-0.71123347773767, 0.7029558593149211, 0])
([1064.4112814642951, 1219.7031203245378, 2], [0.5941009840413903, -0.8043904653593624, 0])
([1785.1344184078105, 768.7350383065836, 2], [-0.7459770051263097, 0.6659717019684707, 0])
([1241.3410065072187, 1387.2180920732771, 2], [0.5241332214734356, -0.8516362874771592, 0])
([2033.5869569750948, 852.7200887191282, 2], [-0.7121271923057808, 0.7020504696805532, 0])
([1442.8431345136219, 1557.220434308003, 2], [-0.49511222335514715, 0.8688290316767291, 1])
([862.3546961154454, 2477.270552147277, 2], [0.7425611658940662, -0.6697782580123404, 0])
([1468.7760796544524, 1589.5461656828713, 2], [-0.768261175388359, 0.6401365216818183, 0])
([2330.196781767618, 947.7102649218638, 2], [-0.6658373250825087, 0.7460969484771864, 0])
([1451.1678429522829, 1572.123201420802, 2], [0.6832374015079233, -0.7301963113989968, 0])
([2293.847401646204, 934.2863182969982, 2], [-0.6605550271226482, 0.7507776342852772, 0])
([1579.6199043433085, 1675.69424571648, 2], [-0.538191967143353, 0.8428222864295699, 1])
([2535.068750262479, 1009.6282932952765, 2], [-0.6824474211749443, 0.7309346874596033, 0])
([1685.355875921857, 1767.8280640244936, 2], [0.5889716134067827, -0.8081537221352206, 0])
([2740.0360174724337, 1078.4474699258856, 2], [-0.7011415975928079, 0.7130220614574313, 0])
([1789.484582033462, 1863.1647977377972, 2], [-0.6146507436433506, 0.7887993809193031, 1])
([1066.019227765981, 2953.099788278271, 2], [0.7473106535435883, -0.6644748205163648, 0])
([1868.1991507162545, 1965.6313471513652, 2], [-0.8094147948756881, 0.5872373368888832, 0])
([3036.217778787128, 1198.695372869267, 2], [-0.7006270195822941, 0.7135277005353272, 0])
([2144.1897309938136, 2183.169236584243, 2], [-0.5018427047430166, 0.8649589005821107, 1])
([1291.5838280212242, 3502.7529914510224, 2], [0.7312912877776881, -0.6820652845735887, 0])
([2417.4327240364332, 2605.688663974221, 2], [-0.9043344586388529, 0.42682453879594706, 0])
([3827.378244619819, 1550.721617530907, 2], [-0.6628807431164285, 0.7487249965143487, 0])
([2749.469944107092, 2851.52331402366, 2], [-0.477202968052214, 0.8787931083492618, 1])
([4486.409406995418, 1745.8477117058912, 2], [-0.7064077636409634, 0.707805108393386, 0])
([2910.52051306636, 3000.3381658107273, 2], [0.6242840938762139, -0.7811973951141638, 0])
([4758.186295592887, 1840.4415815327066, 2], [-0.70913457260346, 0.70507315786272, 0])
([3667.7740135651857, 3498.827436909717, 2], [-0.37550700682214877, 0.9268195551602646, 1])
([2251.048548016408, 5722.979571978418, 2], [0.7043075798689847, -0.7098949450017895, 0])
([3575.6608092746505, 3415.881006325034, 2], [-0.6676127160229159, 0.7445087382996288, 0])
([2191.2512122325165, 5579.035311322828, 2], [0.7064549984264351, -0.7077579637123877, 0])
([3926.467851201938, 3836.319958669736, 2], [0.8414771956690807, -0.54029263290267, 1])
([6304.974372239769, 2312.649141541792, 2], [-0.6832584216843839, 0.7301766424621953, 0])
([4027.6399066092376, 3924.2395248182875, 2], [0.6465558023026069, -0.7628666951105103, 0])
([2410.1390854048555, 6251.136817045437, 2], [0.7408182995954922, -0.6717054763692519, 0])
([4140.687726455622, 4053.8144244971772, 2], [-0.7807540001560238, 0.6248385321347968, 0])
([6552.552049436111, 2411.517002130126, 2], [-0.6621865037630765, 0.7493390649325798, 0])
([4220.352478225003, 4120.1733232955985, 2], [0.634693412544568, -0.7727640468296456, 0])
([2506.291469266074, 6507.41984700904, 2], [0.7518092932415597, -0.6593806082951081, 0])
