WEIGHT: 34616.0875082, 33535.2241887 
THETA: 2

Ground Function:
TF
+1
+10 +10

Arguments: threshold winnow ground_file.txt sphere 5000 2500 0.2

Training Updates: 212
([1.1099340702941276, 1.9842777330419956, 2], [0.15047398352619554, 0.9886139692932516, 1])
([1.9239810595157039, 1.3015231883361114, 2], [0.7936206131507475, -0.6084129538251397, 1])
([1.2556786096774086, 2.2473712004794257, 2], [-0.6156273422860633, 0.788037420069503, 1])
([2.4985181425531713, 2.066018150444721, 2], [0.9926054395990548, -0.12138550687115486, 1])
([1.7960924844660828, 3.800486058895612, 2], [-0.47621105468742947, 0.8793310135514874, 1])
([3.395383930660215, 2.890378189641637, 2], [0.9187130761226483, -0.39492566865330636, 1])
([2.6297982210158595, 5.505361929782626, 2], [-0.3686226066708653, 0.9295791380249325, 1])
([4.996108644306045, 4.236735027528727, 2], [0.9258527410693481, -0.3778845086192005, 1])
([3.7411841885693233, 7.954201809242484, 2], [-0.41730985442562296, 0.9087642628312721, 1])
([7.239184474778955, 6.438185776156673, 2], [0.9523321852721286, -0.30506295890326013, 1])
([4.908902397035518, 11.430829839673207, 2], [-0.5604266985684802, 0.8282040301348659, 1])
([7.992035756816356, 6.982913538124753, 2], [-0.7031625557416624, 0.7110291275347682, 0])
([13.628171528407297, 4.486944740324581, 2], [0.769957067913892, -0.6380956931130646, 1])
([10.209619186599394, 8.42568780066323, 2], [-0.41666295541325277, 0.9090610439273559, 1])
([6.793399449697711, 14.76240983730441, 2], [-0.5877234636602656, 0.8090618828391191, 1])
([11.480553558621057, 9.38545026707374, 2], [-0.7569866144179332, 0.6534303831259114, 0])
([7.7576665734004875, 16.623772924765227, 2], [-0.5654975313213677, 0.8247499876140884, 1])
([14.746098879593601, 12.810214875737001, 2], [0.9266386611770554, -0.3759531774197345, 1])
([9.771672899628504, 22.37695462413855, 2], [-0.5936558598185958, 0.804719031776336, 1])
([15.558846787262077, 13.384920220295058, 2], [-0.6710576563121995, 0.7414051671689225, 0])
([9.356684860857625, 21.437238306477994, 2], [0.733665764092966, -0.6795105198581435, 0])
([17.842822609452025, 16.653215367449857, 2], [0.9312744890829081, -0.3643183031133197, 1])
([10.603700409322625, 26.323614379328376, 2], [0.7507760427119561, -0.6605568360783007, 0])
([19.650078187613246, 19.18971287119165, 2], [-0.8899672381338105, 0.45602446759848014, 0])
([11.658849892100486, 30.277125224634272, 2], [0.7531095746256686, -0.6578951045623795, 0])
([20.406226117337447, 20.117842009702436, 2], [0.8075839198355561, -0.5897526705518494, 1])
([12.966096586859354, 33.98129372205593, 2], [-0.6542651732109475, 0.7562652200936183, 1])
([22.3243280245142, 22.0965171961691, 2], [0.7838725250511984, -0.6209217861130808, 1])
([13.295150303901483, 35.01169502171542, 2], [0.7477166628285922, -0.6640179155177016, 0])
([23.037194547293083, 22.953272017083375, 2], [-0.7930649499330108, 0.60913708242706, 0])
([13.673854311081003, 36.2314003143294, 2], [0.7525450778937762, -0.6585407396189322, 0])
([26.06047220902198, 28.10456693477231, 2], [0.9304432661680754, -0.36643598136984884, 1])
([41.55974418134743, 16.834917242174196, 2], [-0.6733235484375925, 0.7393479553764987, 0])
([28.244756576427896, 29.934983295906154, 2], [-0.5572037067848509, 0.8303758360797969, 1])
([45.64201323329076, 18.154142761446952, 2], [-0.6923793621162361, 0.7215336575070591, 0])
([30.948201302737232, 32.23099183222332, 2], [0.5605068661643107, -0.8281497769018982, 0])
([49.553574518916314, 19.378190640749217, 2], [-0.6791335661428073, 0.7340147132981418, 0])
([32.372547741588896, 33.48627953823481, 2], [-0.6142182180526908, 0.7891362243695172, 1])
([52.13236034829116, 20.241257002602595, 2], [-0.6874082698724286, 0.7262712100248738, 0])
([31.54599744582875, 32.63319041834378, 2], [0.7247222132079782, -0.6890411552896747, 0])
([49.87805031210514, 19.398006947435736, 2], [-0.6609481048614049, 0.7504316109280827, 0])
([36.04611818935907, 35.78461569886746, 2], [-0.46856116878974663, 0.8834310562247552, 1])
([57.14458428356296, 21.32127857021197, 2], [-0.6647728737389776, 0.7470455316383475, 0])
([42.616298600350824, 39.95358280865363, 2], [0.4232114829708635, -0.9060309270006198, 0])
([25.92282637755798, 64.76482715405295, 2], [0.7171822701080278, -0.696885637276803, 0])
([48.19444897158273, 47.51657099347903, 2], [-0.8946439621601052, 0.44677979024399506, 0])
([76.83716991851152, 28.455968621960476, 2], [-0.6729373957042126, 0.73969943995033, 0])
([55.57207649541217, 52.515884078483204, 2], [0.4674442336013644, -0.8840225610655155, 0])
([33.7359563314357, 84.95224503915335, 2], [0.720073089483461, -0.6938982243829015, 0])
([58.215278105456726, 55.39824989041827, 2], [0.7871107666149245, -0.6168116739158443, 1])
([35.14743583117752, 89.10092950773709, 2], [0.7279783840621229, -0.6856000819269936, 0])
([65.43713792037877, 65.55845439143525, 2], [-0.89669020745502, 0.44265864032488195, 0])
([103.50415097844086, 38.98294045236059, 2], [-0.6615070730002334, 0.7499389257604008, 0])
([67.977396062648, 67.64012807853958, 2], [0.6065616231194707, -0.7950364754894413, 0])
([41.06043944656616, 108.84420435542671, 2], [0.7273060312883758, -0.6863132935121918, 0])
([72.31952322387454, 72.95666459576879, 2], [0.8166360987496263, -0.5771529106042788, 1])
([115.57091717134473, 43.784888896359035, 2], [-0.6763213249643498, 0.7366067236989263, 0])
([70.22056061811473, 70.89267403409565, 2], [0.7188129773162921, -0.6952034980073729, 0])
([42.494632999579636, 114.30310503153352, 2], [0.7246128714653123, -0.6891561408757779, 0])
([69.1210093603381, 69.76297942186692, 2], [-0.7018436422363917, 0.7123310338967099, 0])
([110.7124381716617, 41.956616690826706, 2], [-0.6796211230249137, 0.7335633095639087, 0])
([81.00768619251517, 77.89769213242519, 2], [0.45068660740782984, -0.8926822401634418, 0])
([128.54152460384634, 46.451381946267944, 2], [-0.6661037833161289, 0.7458590683580509, 0])
([101.96810664489216, 89.27481870136151, 2], [-0.33411650924887615, 0.9425317810277517, 1])
([64.93424045915408, 151.0834642844453, 2], [-0.6510666486736384, 0.7590205655875716, 1])
([109.96444481346212, 96.28654313968808, 2], [-0.7599857963725357, 0.6499396812874274, 0])
([67.53171894842461, 157.59266390472493, 2], [0.7033999421710959, -0.7107942890553489, 0])
([115.25705715936874, 101.36988618422505, 2], [-0.7712179038295028, 0.6365712409564445, 0])
([68.81949987031496, 161.0877578622391, 2], [0.743965776422465, -0.6682177216387776, 0])
([111.86310504016092, 98.25026690598166, 2], [-0.7008449688243472, 0.7133136264460392, 0])
([69.60322604000766, 162.8493984950842, 2], [0.6845082013893166, -0.7290051592621022, 0])
([118.8355525810998, 104.797241323238, 2], [-0.77174043824397, 0.635937651015416, 0])
([72.94473285607069, 171.44082390566308, 2], [0.7040908045854694, -0.7101099484574106, 0])
([122.25966075776954, 107.97725814283119, 2], [-0.7450727552074913, 0.6669832002738283, 0])
([77.68775028215424, 182.39399462252047, 2], [-0.6541894299436561, 0.7563307409790997, 1])
([142.03926226332575, 129.67893741477073, 2], [0.8705307331550389, -0.49211405449605944, 1])
([85.62017545560136, 208.21960908376886, 2], [0.7302670752205648, -0.6831617662375449, 0])
([159.13326179281125, 152.6749804390564, 2], [0.8942127200481933, -0.4476422805142646, 1])
([97.50344906211147, 249.31449137957134, 2], [0.7067102587119604, -0.7075030814288189, 0])
([165.43017197732988, 159.2409117821144, 2], [0.7626972259987046, -0.6467557046164193, 1])
